yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation,relocation_era
2010,NYA,NYY,AL,New York Yankees,95,67,162,0.586,NYY,True,1903,False,True,107,none
2011,NYA,NYY,AL,New York Yankees,97,65,162,0.599,NYY,True,1903,False,True,108,none
2012,NYA,NYY,AL,New York Yankees,95,67,162,0.586,NYY,True,1903,False,True,109,none
2013,NYA,NYY,AL,New York Yankees,85,77,162,0.525,NYY,True,1903,False,True,110,none
2014,NYA,NYY,AL,New York Yankees,84,78,162,0.519,NYY,True,1903,False,True,111,none
2015,NYA,NYY,AL,New York Yankees,87,75,162,0.537,NYY,True,1903,False,True,112,none
2016,NYA,NYY,AL,New York Yankees,84,78,162,0.519,NYY,True,1903,False,True,113,none
2017,NYA,NYY,AL,New York Yankees,91,71,162,0.562,NYY,True,1903,False,True,114,none
2018,NYA,NYY,AL,New York Yankees,100,62,162,0.617,NYY,True,1903,False,True,115,none
2019,NYA,NYY,AL,New York Yankees,103,59,162,0.636,NYY,True,1903,False,True,116,none
2020,NYA,NYY,AL,New York Yankees,33,27,60,0.55,NYY,True,1903,False,True,117,none
2021,NYA,NYY,AL,New York Yankees,92,70,162,0.568,NYY,True,1903,False,True,118,none
2022,NYA,NYY,AL,New York Yankees,99,63,162,0.611,NYY,True,1903,False,True,119,none
2023,NYA,NYY,AL,New York Yankees,82,80,162,0.506,NYY,True,1903,False,True,120,none
2024,NYA,NYY,AL,New York Yankees,94,68,162,0.58,NYY,True,1903,False,True,121,none
1901,PHA,OAK,AL,Philadelphia Athletics,74,62,136,0.544,OAK,True,1968,True,False,,none
1902,PHA,OAK,AL,Philadelphia Athletics,83,53,136,0.61,OAK,True,1968,True,False,,none
1903,PHA,OAK,AL,Philadelphia Athletics,75,60,135,0.556,OAK,True,1968,True,False,,none
1904,PHA,OAK,AL,Philadelphia Athletics,81,70,151,0.536,OAK,True,1968,True,False,,none
1905,PHA,OAK,AL,Philadelphia Athletics,92,56,148,0.622,OAK,True,1968,True,False,,none
1906,PHA,OAK,AL,Philadelphia Athletics,78,67,145,0.538,OAK,True,1968,True,False,,none
1907,PHA,OAK,AL,Philadelphia Athletics,88,57,145,0.607,OAK,True,1968,True,False,,none
1908,PHA,OAK,AL,Philadelphia Athletics,68,85,153,0.444,OAK,True,1968,True,False,,none
1909,PHA,OAK,AL,Philadelphia Athletics,95,58,153,0.621,OAK,True,1968,True,False,,none
1910,PHA,OAK,AL,Philadelphia Athletics,102,48,150,0.68,OAK,True,1968,True,False,,none
1911,PHA,OAK,AL,Philadelphia Athletics,101,50,151,0.669,OAK,True,1968,True,False,,none
1912,PHA,OAK,AL,Philadelphia Athletics,90,62,152,0.592,OAK,True,1968,True,False,,none
1913,PHA,OAK,AL,Philadelphia Athletics,96,57,153,0.627,OAK,True,1968,True,False,,none
1914,PHA,OAK,AL,Philadelphia Athletics,99,53,152,0.651,OAK,True,1968,True,False,,none
1915,PHA,OAK,AL,Philadelphia Athletics,43,109,152,0.283,OAK,True,1968,True,False,,none
1916,PHA,OAK,AL,Philadelphia Athletics,36,117,153,0.235,OAK,True,1968,True,False,,none
1917,PHA,OAK,AL,Philadelphia Athletics,55,98,153,0.359,OAK,True,1968,True,False,,none
1918,PHA,OAK,AL,Philadelphia Athletics,52,76,128,0.406,OAK,True,1968,True,False,,none
1919,PHA,OAK,AL,Philadelphia Athletics,36,104,140,0.257,OAK,True,1968,True,False,,none
1920,PHA,OAK,AL,Philadelphia Athletics,48,106,154,0.312,OAK,True,1968,True,False,,none
1921,PHA,OAK,AL,Philadelphia Athletics,53,100,153,0.346,OAK,True,1968,True,False,,none
1922,PHA,OAK,AL,Philadelphia Athletics,65,89,154,0.422,OAK,True,1968,True,False,,none
1923,PHA,OAK,AL,Philadelphia Athletics,69,83,152,0.454,OAK,True,1968,True,False,,none
1924,PHA,OAK,AL,Philadelphia Athletics,71,81,152,0.467,OAK,True,1968,True,False,,none
1925,PHA,OAK,AL,Philadelphia Athletics,88,64,152,0.579,OAK,True,1968,True,False,,none
1926,PHA,OAK,AL,Philadelphia Athletics,83,67,150,0.553,OAK,True,1968,True,False,,none
1927,PHA,OAK,AL,Philadelphia Athletics,91,63,154,0.591,OAK,True,1968,True,False,,none
1928,PHA,OAK,AL,Philadelphia Athletics,98,55,153,0.641,OAK,True,1968,True,False,,none
1929,PHA,OAK,AL,Philadelphia Athletics,104,46,150,0.693,OAK,True,1968,True,False,,none
1930,PHA,OAK,AL,Philadelphia Athletics,102,52,154,0.662,OAK,True,1968,True,False,,none
1931,PHA,OAK,AL,Philadelphia Athletics,107,45,152,0.704,OAK,True,1968,True,False,,none
1932,PHA,OAK,AL,Philadelphia Athletics,94,60,154,0.61,OAK,True,1968,True,False,,none
1933,PHA,OAK,AL,Philadelphia Athletics,79,72,151,0.523,OAK,True,1968,True,False,,none
1934,PHA,OAK,AL,Philadelphia Athletics,68,82,150,0.453,OAK,True,1968,True,False,,none
1935,PHA,OAK,AL,Philadelphia Athletics,58,91,149,0.389,OAK,True,1968,True,False,,none
1936,PHA,OAK,AL,Philadelphia Athletics,53,100,153,0.346,OAK,True,1968,True,False,,none
1937,PHA,OAK,AL,Philadelphia Athletics,54,97,151,0.358,OAK,True,1968,True,False,,none
1938,PHA,OAK,AL,Philadelphia Athletics,53,99,152,0.349,OAK,True,1968,True,False,,none
1939,PHA,OAK,AL,Philadelphia Athletics,55,97,152,0.362,OAK,True,1968,True,False,,none
1940,PHA,OAK,AL,Philadelphia Athletics,54,100,154,0.351,OAK,True,1968,True,False,,none
1941,PHA,OAK,AL,Philadelphia Athletics,64,90,154,0.416,OAK,True,1968,True,False,,none
1942,PHA,OAK,AL,Philadelphia Athletics,55,99,154,0.357,OAK,True,1968,True,False,,none
1943,PHA,OAK,AL,Philadelphia Athletics,49,105,154,0.318,OAK,True,1968,True,False,,none
1944,PHA,OAK,AL,Philadelphia Athletics,72,82,154,0.468,OAK,True,1968,True,False,,none
1945,PHA,OAK,AL,Philadelphia Athletics,52,98,150,0.347,OAK,True,1968,True,False,,none
1946,PHA,OAK,AL,Philadelphia Athletics,49,105,154,0.318,OAK,True,1968,True,False,,none
1947,PHA,OAK,AL,Philadelphia Athletics,78,76,154,0.506,OAK,True,1968,True,False,,none
1948,PHA,OAK,AL,Philadelphia Athletics,84,70,154,0.545,OAK,True,1968,True,False,,none
1949,PHA,OAK,AL,Philadelphia Athletics,81,73,154,0.526,OAK,True,1968,True,False,,none
1950,PHA,OAK,AL,Philadelphia Athletics,52,102,154,0.338,OAK,True,1968,True,False,,none
1951,PHA,OAK,AL,Philadelphia Athletics,70,84,154,0.455,OAK,True,1968,True,False,,none
1952,PHA,OAK,AL,Philadelphia Athletics,79,75,154,0.513,OAK,True,1968,True,False,,around_1955
1953,PHA,OAK,AL,Philadelphia Athletics,59,95,154,0.383,OAK,True,1968,True,False,,around_1955
1954,PHA,OAK,AL,Philadelphia Athletics,51,103,154,0.331,OAK,True,1968,True,False,,around_1955
1955,KC1,OAK,AL,Kansas City Athletics,63,91,154,0.409,OAK,True,1968,True,False,,around_1955
1956,KC1,OAK,AL,Kansas City Athletics,52,102,154,0.338,OAK,True,1968,True,False,,around_1955
1957,KC1,OAK,AL,Kansas City Athletics,59,94,153,0.386,OAK,True,1968,True,False,,around_1955
1958,KC1,OAK,AL,Kansas City Athletics,73,81,154,0.474,OAK,True,1968,True,False,,around_1955
1959,KC1,OAK,AL,Kansas City Athletics,66,88,154,0.429,OAK,True,1968,True,False,,none
1960,KC1,OAK,AL,Kansas City Athletics,58,96,154,0.377,OAK,True,1968,True,False,,none
1961,KC1,OAK,AL,Kansas City Athletics,61,100,161,0.379,OAK,True,1968,True,False,,none
1962,KC1,OAK,AL,Kansas City Athletics,72,90,162,0.444,OAK,True,1968,True,False,,none
1963,KC1,OAK,AL,Kansas City Athletics,73,89,162,0.451,OAK,True,1968,True,False,,none
1964,KC1,OAK,AL,Kansas City Athletics,57,105,162,0.352,OAK,True,1968,True,False,,none
1965,KC1,OAK,AL,Kansas City Athletics,59,103,162,0.364,OAK,True,1968,True,False,,around_1968
1966,KC1,OAK,AL,Kansas City Athletics,74,86,160,0.462,OAK,True,1968,True,False,,around_1968
1967,KC1,OAK,AL,Kansas City Athletics,62,99,161,0.385,OAK,True,1968,True,False,,around_1968
1968,OAK,OAK,AL,Oakland Athletics,82,80,162,0.506,OAK,True,1968,False,True,0,around_1968
1969,OAK,OAK,AL,Oakland Athletics,88,74,162,0.543,OAK,True,1968,False,True,1,around_1968
1970,OAK,OAK,AL,Oakland Athletics,89,73,162,0.549,OAK,True,1968,False,True,2,around_1968
1971,OAK,OAK,AL,Oakland Athletics,101,60,161,0.627,OAK,True,1968,False,True,3,around_1968
1972,OAK,OAK,AL,Oakland Athletics,93,62,155,0.6,OAK,True,1968,False,True,4,none
1973,OAK,OAK,AL,Oakland Athletics,94,68,162,0.58,OAK,True,1968,False,True,5,none
1974,OAK,OAK,AL,Oakland Athletics,90,72,162,0.556,OAK,True,1968,False,True,6,none
1975,OAK,OAK,AL,Oakland Athletics,98,64,162,0.605,OAK,True,1968,False,True,7,none
1976,OAK,OAK,AL,Oakland Athletics,87,74,161,0.54,OAK,True,1968,False,True,8,none
1977,OAK,OAK,AL,Oakland Athletics,63,98,161,0.391,OAK,True,1968,False,True,9,none
1978,OAK,OAK,AL,Oakland Athletics,69,93,162,0.426,OAK,True,1968,False,True,10,none
1979,OAK,OAK,AL,Oakland Athletics,54,108,162,0.333,OAK,True,1968,False,True,11,none
1980,OAK,OAK,AL,Oakland Athletics,83,79,162,0.512,OAK,True,1968,False,True,12,none
1981,OAK,OAK,AL,Oakland Athletics,64,45,109,0.587,OAK,True,1968,False,True,13,none
1982,OAK,OAK,AL,Oakland Athletics,68,94,162,0.42,OAK,True,1968,False,True,14,none
1983,OAK,OAK,AL,Oakland Athletics,74,88,162,0.457,OAK,True,1968,False,True,15,none
1984,OAK,OAK,AL,Oakland Athletics,77,85,162,0.475,OAK,True,1968,False,True,16,none
1985,OAK,OAK,AL,Oakland Athletics,77,85,162,0.475,OAK,True,1968,False,True,17,none
1986,OAK,OAK,AL,Oakland Athletics,76,86,162,0.469,OAK,True,1968,False,True,18,none
1987,OAK,OAK,AL,Oakland Athletics,81,81,162,0.5,OAK,True,1968,False,True,19,none
1988,OAK,OAK,AL,Oakland Athletics,104,58,162,0.642,OAK,True,1968,False,True,20,none
1989,OAK,OAK,AL,Oakland Athletics,99,63,162,0.611,OAK,True,1968,False,True,21,none
1990,OAK,OAK,AL,Oakland Athletics,103,59,162,0.636,OAK,True,1968,False,True,22,none
1991,OAK,OAK,AL,Oakland Athletics,84,78,162,0.519,OAK,True,1968,False,True,23,none
1992,OAK,OAK,AL,Oakland Athletics,96,66,162,0.593,OAK,True,1968,False,True,24,none
1993,OAK,OAK,AL,Oakland Athletics,68,94,162,0.42,OAK,True,1968,False,True,25,none
1994,OAK,OAK,AL,Oakland Athletics,51,63,114,0.447,OAK,True,1968,False,True,26,none
1995,OAK,OAK,AL,Oakland Athletics,67,77,144,0.465,OAK,True,1968,False,True,27,none
1996,OAK,OAK,AL,Oakland Athletics,78,84,162,0.481,OAK,True,1968,False,True,28,none
1997,OAK,OAK,AL,Oakland Athletics,65,97,162,0.401,OAK,True,1968,False,True,29,none
1998,OAK,OAK,AL,Oakland Athletics,74,88,162,0.457,OAK,True,1968,False,True,30,none
1999,OAK,OAK,AL,Oakland Athletics,87,75,162,0.537,OAK,True,1968,False,True,31,none
2000,OAK,OAK,AL,Oakland Athletics,91,70,161,0.565,OAK,True,1968,False,True,32,none
2001,OAK,OAK,AL,Oakland Athletics,102,60,162,0.63,OAK,True,1968,False,True,33,none
2002,OAK,OAK,AL,Oakland Athletics,103,59,162,0.636,OAK,True,1968,False,True,34,none
2003,OAK,OAK,AL,Oakland Athletics,96,66,162,0.593,OAK,True,1968,False,True,35,none
2004,OAK,OAK,AL,Oakland Athletics,91,71,162,0.562,OAK,True,1968,False,True,36,none
2005,OAK,OAK,AL,Oakland Athletics,88,74,162,0.543,OAK,True,1968,False,True,37,none
2006,OAK,OAK,AL,Oakland Athletics,93,69,162,0.574,OAK,True,1968,False,True,38,none
2007,OAK,OAK,AL,Oakland Athletics,76,86,162,0.469,OAK,True,1968,False,True,39,none
2008,OAK,OAK,AL,Oakland Athletics,75,86,161,0.466,OAK,True,1968,False,True,40,none
2009,OAK,OAK,AL,Oakland Athletics,75,87,162,0.463,OAK,True,1968,False,True,41,none
2010,OAK,OAK,AL,Oakland Athletics,81,81,162,0.5,OAK,True,1968,False,True,42,none
2011,OAK,OAK,AL,Oakland Athletics,74,88,162,0.457,OAK,True,1968,False,True,43,none
2012,OAK,OAK,AL,Oakland Athletics,94,68,162,0.58,OAK,True,1968,False,True,44,none
2013,OAK,OAK,AL,Oakland Athletics,96,66,162,0.593,OAK,True,1968,False,True,45,none
2014,OAK,OAK,AL,Oakland Athletics,88,74,162,0.543,OAK,True,1968,False,True,46,none
2015,OAK,OAK,AL,Oakland Athletics,68,94,162,0.42,OAK,True,1968,False,True,47,none
2016,OAK,OAK,AL,Oakland Athletics,69,93,162,0.426,OAK,True,1968,False,True,48,none
2017,OAK,OAK,AL,Oakland Athletics,75,87,162,0.463,OAK,True,1968,False,True,49,none
2018,OAK,OAK,AL,Oakland Athletics,97,65,162,0.599,OAK,True,1968,False,True,50,none
2019,OAK,OAK,AL,Oakland Athletics,97,65,162,0.599,OAK,True,1968,False,True,51,none
2020,OAK,OAK,AL,Oakland Athletics,36,24,60,0.6,OAK,True,1968,False,True,52,none
2021,OAK,OAK,AL,Oakland Athletics,86,76,162,0.531,OAK,True,1968,False,True,53,none
2022,OAK,OAK,AL,Oakland Athletics,60,102,162,0.37,OAK,True,1968,False,True,54,none
2023,OAK,OAK,AL,Oakland Athletics,50,112,162,0.309,OAK,True,1968,False,True,55,none
2024,OAK,OAK,AL,Oakland Athletics,69,93,162,0.426,OAK,True,1968,False,True,56,none
1883,PHI,PHI,NL,Philadelphia Quakers,17,81,98,0.173,PHI,False,,False,False,,none
1884,PHI,PHI,NL,Philadelphia Quakers,39,73,112,0.348,PHI,False,,False,False,,none
1885,PHI,PHI,NL,Philadelphia Quakers,56,54,110,0.509,PHI,False,,False,False,,none
1886,PHI,PHI,NL,Philadelphia Quakers,71,43,114,0.623,PHI,False,,False,False,,none
1887,PHI,PHI,NL,Philadelphia Quakers,75,48,123,0.61,PHI,False,,False,False,,none
1888,PHI,PHI,NL,Philadelphia Quakers,69,61,130,0.531,PHI,False,,False,False,,none
1889,PHI,PHI,NL,Philadelphia Quakers,63,64,127,0.496,PHI,False,,False,False,,none
1890,PHI,PHI,NL,Philadelphia Phillies,78,53,131,0.595,PHI,False,,False,False,,none
1891,PHI,PHI,NL,Philadelphia Phillies,68,69,137,0.496,PHI,False,,False,False,,none
1892,PHI,PHI,NL,Philadelphia Phillies,87,66,153,0.569,PHI,False,,False,False,,none
1893,PHI,PHI,NL,Philadelphia Phillies,72,57,129,0.558,PHI,False,,False,False,,none
1894,PHI,PHI,NL,Philadelphia Phillies,71,57,128,0.555,PHI,False,,False,False,,none
1895,PHI,PHI,NL,Philadelphia Phillies,78,53,131,0.595,PHI,False,,False,False,,none
1896,PHI,PHI,NL,Philadelphia Phillies,62,68,130,0.477,PHI,False,,False,False,,none
1897,PHI,PHI,NL,Philadelphia Phillies,55,77,132,0.417,PHI,False,,False,False,,none
1898,PHI,PHI,NL,Philadelphia Phillies,78,71,149,0.523,PHI,False,,False,False,,none
1899,PHI,PHI,NL,Philadelphia Phillies,94,58,152,0.618,PHI,False,,False,False,,none
1900,PHI,PHI,NL,Philadelphia Phillies,75,63,138,0.543,PHI,False,,False,False,,none
1901,PHI,PHI,NL,Philadelphia Phillies,83,57,140,0.593,PHI,False,,False,False,,none
1902,PHI,PHI,NL,Philadelphia Phillies,56,81,137,0.409,PHI,False,,False,False,,none
1903,PHI,PHI,NL,Philadelphia Phillies,49,86,135,0.363,PHI,False,,False,False,,none
1904,PHI,PHI,NL,Philadelphia Phillies,52,100,152,0.342,PHI,False,,False,False,,none
1905,PHI,PHI,NL,Philadelphia Phillies,83,69,152,0.546,PHI,False,,False,False,,none
1906,PHI,PHI,NL,Philadelphia Phillies,71,82,153,0.464,PHI,False,,False,False,,none
1907,PHI,PHI,NL,Philadelphia Phillies,83,64,147,0.565,PHI,False,,False,False,,none
1908,PHI,PHI,NL,Philadelphia Phillies,83,71,154,0.539,PHI,False,,False,False,,none
1909,PHI,PHI,NL,Philadelphia Phillies,74,79,153,0.484,PHI,False,,False,False,,none
1910,PHI,PHI,NL,Philadelphia Phillies,78,75,153,0.51,PHI,False,,False,False,,none
1911,PHI,PHI,NL,Philadelphia Phillies,79,73,152,0.52,PHI,False,,False,False,,none
1912,PHI,PHI,NL,Philadelphia Phillies,73,79,152,0.48,PHI,False,,False,False,,none
1913,PHI,PHI,NL,Philadelphia Phillies,88,63,151,0.583,PHI,False,,False,False,,none
1914,PHI,PHI,NL,Philadelphia Phillies,74,80,154,0.481,PHI,False,,False,False,,none
1915,PHI,PHI,NL,Philadelphia Phillies,90,62,152,0.592,PHI,False,,False,False,,none
1916,PHI,PHI,NL,Philadelphia Phillies,91,62,153,0.595,PHI,False,,False,False,,none
1917,PHI,PHI,NL,Philadelphia Phillies,87,65,152,0.572,PHI,False,,False,False,,none
1918,PHI,PHI,NL,Philadelphia Phillies,55,68,123,0.447,PHI,False,,False,False,,none
1919,PHI,PHI,NL,Philadelphia Phillies,47,90,137,0.343,PHI,False,,False,False,,none
1920,PHI,PHI,NL,Philadelphia Phillies,62,91,153,0.405,PHI,False,,False,False,,none
1921,PHI,PHI,NL,Philadelphia Phillies,51,103,154,0.331,PHI,False,,False,False,,none
1922,PHI,PHI,NL,Philadelphia Phillies,57,96,153,0.373,PHI,False,,False,False,,none
1923,PHI,PHI,NL,Philadelphia Phillies,50,104,154,0.325,PHI,False,,False,False,,none
1924,PHI,PHI,NL,Philadelphia Phillies,55,96,151,0.364,PHI,False,,False,False,,none
1925,PHI,PHI,NL,Philadelphia Phillies,68,85,153,0.444,PHI,False,,False,False,,none
1926,PHI,PHI,NL,Philadelphia Phillies,58,93,151,0.384,PHI,False,,False,False,,none
1927,PHI,PHI,NL,Philadelphia Phillies,51,103,154,0.331,PHI,False,,False,False,,none
1928,PHI,PHI,NL,Philadelphia Phillies,43,109,152,0.283,PHI,False,,False,False,,none
1929,PHI,PHI,NL,Philadelphia Phillies,71,82,153,0.464,PHI,False,,False,False,,none
1930,PHI,PHI,NL,Philadelphia Phillies,52,102,154,0.338,PHI,False,,False,False,,none
1931,PHI,PHI,NL,Philadelphia Phillies,66,88,154,0.429,PHI,False,,False,False,,none
1932,PHI,PHI,NL,Philadelphia Phillies,78,76,154,0.506,PHI,False,,False,False,,none
1933,PHI,PHI,NL,Philadelphia Phillies,60,92,152,0.395,PHI,False,,False,False,,none
1934,PHI,PHI,NL,Philadelphia Phillies,56,93,149,0.376,PHI,False,,False,False,,none
1935,PHI,PHI,NL,Philadelphia Phillies,64,89,153,0.418,PHI,False,,False,False,,none
1936,PHI,PHI,NL,Philadelphia Phillies,54,100,154,0.351,PHI,False,,False,False,,none
1937,PHI,PHI,NL,Philadelphia Phillies,61,92,153,0.399,PHI,False,,False,False,,none
1938,PHI,PHI,NL,Philadelphia Phillies,45,105,150,0.3,PHI,False,,False,False,,none
1939,PHI,PHI,NL,Philadelphia Phillies,45,106,151,0.298,PHI,False,,False,False,,none
1940,PHI,PHI,NL,Philadelphia Phillies,50,103,153,0.327,PHI,False,,False,False,,none
1941,PHI,PHI,NL,Philadelphia Phillies,43,111,154,0.279,PHI,False,,False,False,,none
1942,PHI,PHI,NL,Philadelphia Phillies,42,109,151,0.278,PHI,False,,False,False,,none
1943,PHI,PHI,NL,Philadelphia Blue Jays,64,90,154,0.416,PHI,False,,False,False,,none
1944,PHI,PHI,NL,Philadelphia Blue Jays,61,92,153,0.399,PHI,False,,False,False,,none
1945,PHI,PHI,NL,Philadelphia Phillies,46,108,154,0.299,PHI,False,,False,False,,none
1946,PHI,PHI,NL,Philadelphia Phillies,69,85,154,0.448,PHI,False,,False,False,,none
1947,PHI,PHI,NL,Philadelphia Phillies,62,92,154,0.403,PHI,False,,False,False,,none
1948,PHI,PHI,NL,Philadelphia Phillies,66,88,154,0.429,PHI,False,,False,False,,none
1949,PHI,PHI,NL,Philadelphia Phillies,81,73,154,0.526,PHI,False,,False,False,,none
1950,PHI,PHI,NL,Philadelphia Phillies,91,63,154,0.591,PHI,False,,False,False,,none
1951,PHI,PHI,NL,Philadelphia Phillies,73,81,154,0.474,PHI,False,,False,False,,none
1952,PHI,PHI,NL,Philadelphia Phillies,87,67,154,0.565,PHI,False,,False,False,,none
1953,PHI,PHI,NL,Philadelphia Phillies,83,71,154,0.539,PHI,False,,False,False,,none
1954,PHI,PHI,NL,Philadelphia Phillies,75,79,154,0.487,PHI,False,,False,False,,none
1955,PHI,PHI,NL,Philadelphia Phillies,77,77,154,0.5,PHI,False,,False,False,,none
1956,PHI,PHI,NL,Philadelphia Phillies,71,83,154,0.461,PHI,False,,False,False,,none
1957,PHI,PHI,NL,Philadelphia Phillies,77,77,154,0.5,PHI,False,,False,False,,none
1958,PHI,PHI,NL,Philadelphia Phillies,69,85,154,0.448,PHI,False,,False,False,,none
1959,PHI,PHI,NL,Philadelphia Phillies,64,90,154,0.416,PHI,False,,False,False,,none
1960,PHI,PHI,NL,Philadelphia Phillies,59,95,154,0.383,PHI,False,,False,False,,none
1961,PHI,PHI,NL,Philadelphia Phillies,47,107,154,0.305,PHI,False,,False,False,,none
1962,PHI,PHI,NL,Philadelphia Phillies,81,80,161,0.503,PHI,False,,False,False,,none
1963,PHI,PHI,NL,Philadelphia Phillies,87,75,162,0.537,PHI,False,,False,False,,none
1964,PHI,PHI,NL,Philadelphia Phillies,92,70,162,0.568,PHI,False,,False,False,,none
1965,PHI,PHI,NL,Philadelphia Phillies,85,76,161,0.528,PHI,False,,False,False,,none
1966,PHI,PHI,NL,Philadelphia Phillies,87,75,162,0.537,PHI,False,,False,False,,none
1967,PHI,PHI,NL,Philadelphia Phillies,82,80,162,0.506,PHI,False,,False,False,,none
1968,PHI,PHI,NL,Philadelphia Phillies,76,86,162,0.469,PHI,False,,False,False,,none
1969,PHI,PHI,NL,Philadelphia Phillies,63,99,162,0.389,PHI,False,,False,False,,none
1970,PHI,PHI,NL,Philadelphia Phillies,73,88,161,0.453,PHI,False,,False,False,,none
1971,PHI,PHI,NL,Philadelphia Phillies,67,95,162,0.414,PHI,False,,False,False,,none
1972,PHI,PHI,NL,Philadelphia Phillies,59,97,156,0.378,PHI,False,,False,False,,none
1973,PHI,PHI,NL,Philadelphia Phillies,71,91,162,0.438,PHI,False,,False,False,,none
1974,PHI,PHI,NL,Philadelphia Phillies,80,82,162,0.494,PHI,False,,False,False,,none
1975,PHI,PHI,NL,Philadelphia Phillies,86,76,162,0.531,PHI,False,,False,False,,none
1976,PHI,PHI,NL,Philadelphia Phillies,101,61,162,0.623,PHI,False,,False,False,,none
1977,PHI,PHI,NL,Philadelphia Phillies,101,61,162,0.623,PHI,False,,False,False,,none
1978,PHI,PHI,NL,Philadelphia Phillies,90,72,162,0.556,PHI,False,,False,False,,none
1979,PHI,PHI,NL,Philadelphia Phillies,84,78,162,0.519,PHI,False,,False,False,,none
1980,PHI,PHI,NL,Philadelphia Phillies,91,71,162,0.562,PHI,False,,False,False,,none
1981,PHI,PHI,NL,Philadelphia Phillies,59,48,107,0.551,PHI,False,,False,False,,none
1982,PHI,PHI,NL,Philadelphia Phillies,89,73,162,0.549,PHI,False,,False,False,,none
1983,PHI,PHI,NL,Philadelphia Phillies,90,72,162,0.556,PHI,False,,False,False,,none
1984,PHI,PHI,NL,Philadelphia Phillies,81,81,162,0.5,PHI,False,,False,False,,none
1985,PHI,PHI,NL,Philadelphia Phillies,75,87,162,0.463,PHI,False,,False,False,,none
1986,PHI,PHI,NL,Philadelphia Phillies,86,75,161,0.534,PHI,False,,False,False,,none
1987,PHI,PHI,NL,Philadelphia Phillies,80,82,162,0.494,PHI,False,,False,False,,none
1988,PHI,PHI,NL,Philadelphia Phillies,65,96,161,0.404,PHI,False,,False,False,,none
1989,PHI,PHI,NL,Philadelphia Phillies,67,95,162,0.414,PHI,False,,False,False,,none
1990,PHI,PHI,NL,Philadelphia Phillies,77,85,162,0.475,PHI,False,,False,False,,none
1991,PHI,PHI,NL,Philadelphia Phillies,78,84,162,0.481,PHI,False,,False,False,,none
